accX,accY,accZ,id,timestamp
949,-4035,-1410,121,1748698245840
824,-3985,-1145,122,1748698245880
987,-3646,-929,123,1748698245920
967,-3916,-935,124,1748698245960
983,-3859,-765,125,1748698246000
904,-3361,-486,126,1748698246041
1029,-3899,-762,127,1748698246080
1005,-3773,-708,128,1748698246120
1059,-3795,-866,129,1748698246161
983,-4035,-543,130,1748698246201
1174,-3924,-818,131,1748698246241
1103,-4141,-841,132,1748698246281
943,-3647,-551,133,1748698246321
1013,-3704,-340,134,1748698246362
848,-4021,-200,135,1748698246401
1088,-3988,-517,136,1748698246441
917,-3700,-480,137,1748698246481
1136,-3910,-426,138,1748698246522
1133,-3830,-436,139,1748698246562
1028,-3829,-471,140,1748698246602
1219,-3917,-592,141,1748698246642
1096,-3765,-521,142,1748698246683
1066,-3861,-626,143,1748698246722
1129,-3854,-702,144,1748698246762
964,-3848,-507,145,1748698246802
1010,-3614,-645,146,1748698246843
1048,-3655,-656,147,1748698246883
1183,-4070,-995,148,1748698246923
1050,-3714,-1063,149,1748698246963
909,-3539,-660,150,1748698247004
1127,-3296,-946,151,1748698247043
1046,-3507,-1520,152,1748698247083
1060,-4430,-1681,153,1748698247123
1005,-3747,-1278,154,1748698247164
1077,-3815,-1400,155,1748698247203
1168,-3646,-1431,156,1748698247243
940,-3522,-1402,157,1748698247283
1139,-3575,-1623,158,1748698247324
1250,-3855,-1570,159,1748698247364
1034,-3814,-1317,160,1748698247404
1247,-3684,-1382,161,1748698247444
1281,-3778,-1176,162,1748698247484
1254,-3807,-1094,163,1748698247524
1220,-3741,-922,164,1748698247564
1193,-3779,-828,165,1748698247604
1230,-3694,-642,166,1748698247645
1194,-4108,-1119,167,1748698247684
1097,-3521,-462,168,1748698247724
1165,-4394,-483,169,1748698247765
816,-3934,982,170,1748698247805
1016,-4200,604,171,1748698247845
924,-3985,762,172,1748698247885
1119,-3616,1468,173,1748698247925
1048,-2994,1388,174,1748698247966
945,-2952,2324,175,1748698248005
1085,-3192,2514,176,1748698248045
999,-3224,2540,177,1748698248085
947,-2078,3237,178,1748698248126
1027,-2577,2842,179,1748698248165
954,-2445,3064,180,1748698248205
994,-2153,3152,181,1748698248245
888,-2431,3053,182,1748698248286
1049,-2304,3164,183,1748698248325
968,-2615,3074,184,1748698248366
1093,-2556,2958,185,1748698248406
1055,-2260,3117,186,1748698248446
1056,-2157,3173,187,1748698248486
1043,-2408,3178,188,1748698248526
1099,-2158,3230,189,1748698248566
1084,-2358,3194,190,1748698248607
1021,-2258,3178,191,1748698248646
1061,-2213,3112,192,1748698248686
1082,-1876,3340,193,1748698248726
1062,-2300,3236,194,1748698248767
1247,-2319,3552,195,1748698248807
1284,-2110,3438,196,1748698248847
1031,-2037,3200,197,1748698248887
972,-2087,3224,198,1748698248927
1018,-1924,3319,199,1748698248967
1029,-2093,3195,200,1748698249007
887,-1253,3762,201,1748698253054
886,-1346,3701,202,1748698253095
922,-1372,3727,203,1748698253135
895,-1273,3721,204,1748698253175
887,-1329,3734,205,1748698253215
886,-1355,3751,206,1748698253255
874,-1319,3749,207,1748698253295
916,-1290,3742,208,1748698253335
906,-1333,3725,209,1748698253375
870,-1315,3738,210,1748698253416
860,-1300,3749,211,1748698253455
901,-1347,3719,212,1748698253495
881,-1324,3737,213,1748698253536
910,-1329,3732,214,1748698253577
897,-1305,3738,215,1748698253616
881,-1315,3725,216,1748698253656
894,-1332,3755,217,1748698253696
886,-1324,3729,218,1748698253737
887,-1332,3718,219,1748698253777
885,-1309,3737,220,1748698253816
919,-1329,3724,221,1748698253856
901,-1318,3734,222,1748698253897
888,-1283,3759,223,1748698253937
891,-1301,3747,224,1748698253977
881,-1347,3725,225,1748698254017
900,-1305,3751,226,1748698254058
889,-1330,3733,227,1748698254097
887,-1331,3710,228,1748698254137
877,-1309,3733,229,1748698254178
922,-1331,3746,230,1748698254218
913,-1321,3727,231,1748698254258
898,-1280,3745,232,1748698254298
901,-1281,3757,233,1748698254338
899,-1314,3736,234,1748698254379
883,-1302,3731,235,1748698254418
917,-1243,3769,236,1748698254458
892,-1310,3761,237,1748698254499
886,-1329,3754,238,1748698254539
873,-1278,3775,239,1748698254579
875,-1310,3741,240,1748698254619
874,-1313,3741,241,1748698254659
896,-1304,3758,242,1748698254700
886,-1313,3762,243,1748698254739
873,-1310,3756,244,1748698254780
890,-1296,3758,245,1748698254819
893,-1313,3757,246,1748698254860
897,-1297,3742,247,1748698254900
886,-1311,3771,248,1748698254940
893,-1295,3767,249,1748698254980
871,-1278,3774,250,1748698255020
913,-1342,3746,251,1748698255060
878,-1268,3789,252,1748698255100
895,-1247,3791,253,1748698255140
906,-1299,3770,254,1748698255182
873,-1310,3780,255,1748698255221
918,-1273,3762,256,1748698255261
859,-1261,3757,257,1748698255301
864,-1320,3737,258,1748698255342
898,-1301,3775,259,1748698255381
885,-1251,3755,260,1748698255421
869,-1301,3772,261,1748698255461
890,-1299,3773,262,1748698255502
920,-1308,3746,263,1748698255541
900,-1281,3774,264,1748698255582
878,-1302,3774,265,1748698255621
930,-1299,3776,266,1748698255662
872,-1285,3780,267,1748698255702
901,-1294,3777,268,1748698255742
893,-1310,3759,269,1748698255782
875,-1318,3765,270,1748698255822
875,-1276,3768,271,1748698255862
897,-1308,3778,272,1748698255902
888,-1276,3776,273,1748698255942
897,-1336,3758,274,1748698255983
909,-1299,3776,275,1748698256022
901,-1305,3788,276,1748698256062
882,-1294,3786,277,1748698256102
932,-1297,3763,278,1748698256143
889,-1292,3778,279,1748698256183
879,-1293,3773,280,1748698256223
916,-1319,3763,281,1748698256263
870,-1286,3780,282,1748698256304
877,-1280,3763,283,1748698256343
894,-1313,3782,284,1748698256383
891,-1303,3744,285,1748698256423
876,-1323,3778,286,1748698256464
917,-1300,3765,287,1748698256503
893,-1292,3743,288,1748698256543
854,-1290,3762,289,1748698256584
905,-1319,3757,290,1748698256624
892,-1320,3770,291,1748698256664
889,-1296,3762,292,1748698256704
873,-1281,3768,293,1748698256744
901,-1324,3773,294,1748698256785
875,-1252,3776,295,1748698256824
904,-1309,3785,296,1748698256864
879,-1240,3802,297,1748698256904
892,-1278,3745,298,1748698256945
851,-1298,3772,299,1748698256985
872,-1283,3777,300,1748698257025
897,-1292,3748,301,1748698257064
870,-1287,3748,302,1748698257105
872,-1290,3781,303,1748698257145
898,-1311,3768,304,1748698257185
896,-1313,3774,305,1748698257225
859,-1306,3781,306,1748698257266
896,-1283,3773,307,1748698257305
888,-1339,3751,308,1748698257345
889,-1282,3785,309,1748698257386
867,-1299,3754,310,1748698257426
865,-1328,3750,311,1748698257465
884,-1243,3793,312,1748698257506
897,-1269,3774,313,1748698257546
849,-1377,3722,314,1748698257587
876,-1328,3703,315,1748698257626
880,-1413,3748,316,1748698257666
907,-1193,3874,317,1748698257706
932,-1370,3715,318,1748698257747
886,-1330,3757,319,1748698257787
818,-1218,3764,320,1748698257826
816,-1296,3782,321,1748698257867
865,-1358,3747,322,1748698257907
907,-1330,3724,323,1748698257947
932,-1355,3791,324,1748698257987
944,-1363,3756,325,1748698258027
892,-1332,3735,326,1748698258068
909,-1413,3778,327,1748698258107
892,-1372,3738,328,1748698258147
925,-1389,3739,329,1748698258188
888,-1356,3728,330,1748698258228
933,-1355,3739,331,1748698258268
909,-1433,3743,332,1748698258308
914,-1452,3726,333,1748698258348
919,-1392,3853,334,1748698258389
984,-1434,3731,335,1748698258428
942,-1521,3858,336,1748698258468
840,-1207,3993,337,1748698258508
823,-1763,4443,338,1748698258549
406,-2244,4187,339,1748698258589
958,-1998,3193,340,1748698258628
1073,-2437,3494,341,1748698258669
1255,-2401,3168,342,1748698258710
1573,-2001,2743,343,1748698258749
1501,-2240,2727,344,1748698258789
1702,-1933,2454,345,1748698258829
1693,-2187,2377,346,1748698258870
1577,-2855,2021,347,1748698258909
1695,-3647,998,348,1748698258950
1721,-4406,243,349,1748698258990
1771,-4422,391,350,1748698259030
1727,-3677,424,351,1748698259070
1701,-3777,549,352,1748698259110
1835,-2847,1936,353,1748698259150
2176,-2663,1433,354,1748698259191
2164,-2946,967,355,1748698259230
2200,-3458,795,356,1748698259270
2160,-3520,674,357,1748698259311
2201,-3444,736,358,1748698259351
2272,-3198,749,359,1748698259391
2114,-3360,894,360,1748698259431
2187,-2792,1165,361,1748698259471
2193,-2999,1287,362,1748698259512
2245,-3147,921,363,1748698259551
2117,-3046,953,364,1748698259591
2143,-3078,860,365,1748698259631
2098,-3658,582,366,1748698259672
1968,-3714,499,367,1748698259711
2037,-4840,-215,368,1748698259751
2183,-3189,822,369,1748698259792
2067,-1877,2278,370,1748698259832
2237,-3021,2119,371,1748698259872
1905,-1973,2569,372,1748698259912
2297,-2412,3093,373,1748698259952
2141,-316,4037,374,1748698259993
1799,474,4290,375,1748698260032
1754,-281,3992,376,1748698260072
1634,-413,3446,377,1748698260112
1474,-119,3773,378,1748698260152
1391,-211,3849,379,1748698260192
1494,-536,3713,380,1748698260232
1381,-419,3448,381,1748698260272
1400,-733,3063,382,1748698260312
1300,-707,3501,383,1748698260353
1390,-659,3407,384,1748698260393
1335,-882,3612,385,1748698260433
1337,-457,4200,386,1748698260473
1469,-748,3916,387,1748698260513
1346,-1039,4142,388,1748698260553
1415,-1196,3945,389,1748698260593
1634,-55,3927,390,1748698260635
1389,-877,3720,391,1748698260673
1317,-927,4108,392,1748698260713
1100,-1942,3188,393,1748698260753
1244,-1727,4120,394,1748698260796
1293,-852,3866,395,1748698260833
1220,-2043,2380,396,1748698260874
1382,-3083,2412,397,1748698260914
1047,-1006,3945,398,1748698260955
1133,-1341,3727,399,1748698260994
1032,-1699,4863,400,1748698261034
824,-1372,3911,401,1748698261074
925,-995,3407,402,1748698261117
687,-1428,3407,403,1748698261154
982,-964,3795,404,1748698261195
1032,-1182,3930,405,1748698261235
1207,-1360,3572,406,1748698261276
1140,-2042,3792,407,1748698261315
1064,-1626,3906,408,1748698261355
1240,-2349,3116,409,1748698261395
1355,-1730,3661,410,1748698261438
1566,-1102,4000,411,1748698261475
1798,-727,3866,412,1748698261515
1762,-985,3246,413,1748698261555
1933,-1061,2007,414,1748698261597
2014,-2334,1015,415,1748698261635
781,-3575,2193,416,1748698261676
946,-3204,1248,417,1748698261716
983,-5012,121,418,1748698261758
652,-4068,1203,419,1748698261796
582,-3781,1092,420,1748698261836
173,-5122,1955,421,1748698261876
581,-3115,631,422,1748698261918
997,-4460,-274,423,1748698261956
1421,-4438,-364,424,1748698261997
1263,-3789,146,425,1748698262037
1335,-3859,102,426,1748698262079
1346,-3856,237,427,1748698262117
1001,-3662,410,428,1748698262157
1380,-3949,180,429,1748698262197
1155,-3923,327,430,1748698262239
1279,-3996,321,431,1748698262277
1086,-3649,1041,432,1748698262318
979,-3514,949,433,1748698262357
1102,-3994,569,434,1748698262401
1283,-3859,390,435,1748698262438
1263,-4233,-157,436,1748698262478
1154,-3875,425,437,1748698262518
1073,-3900,530,438,1748698262560
1102,-3726,546,439,1748698262598
1147,-4008,231,440,1748698262638
1260,-4047,22,441,1748698262679
1189,-3755,459,442,1748698262721
1215,-4077,-19,443,1748698262759
1231,-4057,-59,444,1748698262799
1206,-3832,293,445,1748698262839
1223,-3923,458,446,1748698262881
825,-3427,1434,447,1748698262919
1028,-3884,509,448,1748698262959
1340,-4090,177,449,1748698262999
1066,-3775,401,450,1748698263042
1168,-3915,347,451,1748698263079
1125,-3824,402,452,1748698263119
1194,-3909,453,453,1748698263160
1123,-3801,465,454,1748698263202
1132,-3824,336,455,1748698263240
1204,-3941,273,456,1748698263280
1204,-3800,228,457,1748698263320
1145,-3994,121,458,1748698263363
1218,-3969,95,459,1748698263401
1165,-4059,-125,460,1748698263440
1046,-3958,78,461,1748698263481
1141,-3833,267,462,1748698263523
1119,-3887,416,463,1748698263561
1161,-3794,690,464,1748698263602
1241,-3714,991,465,1748698263641
1341,-3756,858,466,1748698263684
1263,-3811,721,467,1748698263721
1213,-3857,596,468,1748698263761
1065,-3937,536,469,1748698263802
1126,-3870,627,470,1748698263843
1091,-3860,716,471,1748698263882
1111,-3733,990,472,1748698263922
1154,-3743,1180,473,1748698263962
1117,-3949,952,474,1748698264005
1146,-4311,533,475,1748698264042
290,-5904,2025,476,1748698264082
111,-4555,2354,477,1748698264122
1007,-1606,3783,478,1748698264164
1136,-1612,4539,479,1748698264202
1517,-73,2518,480,1748698264242
1703,-1455,2348,481,1748698264282
1541,15,3494,482,1748698264325
1775,-767,3385,483,1748698264363
2065,-1289,2870,484,1748698264403
2001,-807,2823,485,1748698264443
2292,-817,2672,486,1748698264483
2071,-426,3289,487,1748698264523
1708,-1200,3743,488,1748698264563
2157,-1496,3336,489,1748698264603
1626,478,4439,490,1748698264643
1336,-334,4196,491,1748698264683
1114,-490,4316,492,1748698264723
1128,-352,4529,493,1748698264763
1173,139,3905,494,1748698264804
1658,-349,3257,495,1748698264843
1922,-35,3606,496,1748698264883
1269,25,3710,497,1748698264925
1394,-94,3489,498,1748698264964
1380,-215,3426,499,1748698265004
1294,-138,3698,500,1748698265044
1127,-262,3986,501,1748698265091
1254,-101,3677,502,1748698265129
1634,-798,3563,503,1748698265169
1333,-38,3735,504,1748698265209
1271,-28,3981,505,1748698265251
1174,34,4353,506,1748698265289
1259,28,4078,507,1748698265329
1084,-392,3955,508,1748698265369
1180,-163,3922,509,1748698265412
1293,-141,3894,510,1748698265450
1352,-126,3992,511,1748698265490
1483,-26,3764,512,1748698265530
1254,292,4065,513,1748698265572
1254,69,3853,514,1748698265610
1025,1,4140,515,1748698265650
1010,-108,3945,516,1748698265690
1104,-89,3740,517,1748698265733
1243,78,3703,518,1748698265770
1164,18,3657,519,1748698265811
1196,-65,3683,520,1748698265851
1231,146,3750,521,1748698265892
1065,312,4210,522,1748698265931
727,709,4200,523,1748698265971
882,696,4151,524,1748698266011
957,1070,4001,525,1748698266054
895,681,3923,526,1748698266091
1001,426,3788,527,1748698266131
893,804,3875,528,1748698266171
1127,403,3723,529,1748698266213
1128,554,3810,530,1748698266251
861,134,4074,531,1748698266292
577,-247,4773,532,1748698266332
644,-285,3949,533,1748698266374
1200,-872,3521,534,1748698266412
770,-1504,3513,535,1748698266452
1165,-602,3446,536,1748698266492
1044,-620,3823,537,1748698266534
1400,-335,3886,538,1748698266572
1252,107,4067,539,1748698266613
1643,958,3731,540,1748698266652
1395,865,4117,541,1748698266695
1350,-414,3994,542,1748698266733
1308,-770,3899,543,1748698266773
1583,-530,3792,544,1748698266813
1551,-865,4553,545,1748698266854
1477,-992,4013,546,1748698266893
1779,-1969,2900,547,1748698266933
1942,-1911,2471,548,1748698266973
2182,-2384,1903,549,1748698267016
2195,-1872,2156,550,1748698267053
1738,-1479,3013,551,1748698267094
1586,-1599,3139,552,1748698267134
1684,-1328,3152,553,1748698267175
1760,-1821,3168,554,1748698267214
1548,-1239,3888,555,1748698267254
1395,-1186,3441,556,1748698267294
1102,-1588,3315,557,1748698267337
804,-2734,3764,558,1748698267374
967,-1213,4322,559,1748698267415
1070,-747,3991,560,1748698267455
816,-1488,3974,561,1748698267496
885,-124,4109,562,1748698267535
1014,-345,3965,563,1748698267575
1275,-350,3806,564,1748698267615
1157,-292,3862,565,1748698267658
1101,91,3990,566,1748698267695
970,-45,4082,567,1748698267735
889,-59,4025,568,1748698267775
864,435,4102,569,1748698267817
722,737,4143,570,1748698267856
835,102,4488,571,1748698267896
708,578,4563,572,1748698267936
904,331,3126,573,1748698267978
706,-1092,3042,574,1748698268016
107,-1353,3710,575,1748698268056
909,-1818,3298,576,1748698268096
614,-2219,3238,577,1748698268137
415,-1813,2718,578,1748698268176
-228,-2811,1107,579,1748698268216
585,-4309,1612,580,1748698268256
892,-3719,2099,581,1748698268299
1433,-5163,1283,582,1748698268336
1040,-3398,832,583,1748698268376
1131,-3844,587,584,1748698268417
1304,-3801,-526,585,1748698268458
1253,-3601,-478,586,1748698268497
1106,-3976,-827,587,1748698268537
890,-5650,-406,588,1748698268577
520,-4059,-97,589,1748698268620
1117,-3866,13,590,1748698268657
630,-4227,729,591,1748698268697
788,-2899,1205,592,1748698268737
653,-3432,1049,593,1748698268779
995,-4492,653,594,1748698268818
891,-3987,795,595,1748698268857
1284,-3844,690,596,1748698268897
1387,-3902,888,597,1748698268938
828,-3424,1240,598,1748698268978
1242,-3239,980,599,1748698269018
1243,-3093,802,600,1748698269058
1488,-3827,570,601,1748698269098
1397,-4089,711,602,1748698269138
1670,-4194,664,603,1748698269178
1248,-3678,633,604,1748698269218
888,-3732,585,605,1748698269258
1339,-4226,575,606,1748698269298
1231,-3500,365,607,1748698269338
1525,-3928,-309,608,1748698269378
1555,-4172,181,609,1748698269419
1135,-3739,493,610,1748698269458
1322,-3571,3,611,1748698269498
1509,-4262,-255,612,1748698269539
1543,-3898,417,613,1748698269580
1100,-3492,696,614,1748698269619
1083,-3838,458,615,1748698269659
982,-4008,203,616,1748698269699
1157,-3940,-273,617,1748698269741
1135,-4011,-202,618,1748698269779
1032,-3955,-154,619,1748698269819
1079,-3952,30,620,1748698269859
966,-3949,12,621,1748698269901
910,-3985,49,622,1748698269939
850,-3891,238,623,1748698269979
721,-3825,247,624,1748698270020
942,-4043,105,625,1748698270062
798,-3945,249,626,1748698270100
685,-3885,117,627,1748698270140
683,-3979,32,628,1748698270180
689,-4272,-256,629,1748698270222
851,-4002,-94,630,1748698270260
472,-3953,321,631,1748698270300
569,-3998,140,632,1748698270340
558,-4074,-15,633,1748698270383
607,-4171,-163,634,1748698270421
461,-3886,16,635,1748698270460
455,-4131,-79,636,1748698270501
531,-4063,-101,637,1748698270542
466,-3973,34,638,1748698270581
496,-3931,22,639,1748698270621
432,-4109,-50,640,1748698270661
502,-4027,21,641,1748698270703
482,-4090,143,642,1748698270741
580,-4063,75,643,1748698270781
404,-4311,60,644,1748698270822
166,-4877,574,645,1748698270863
-206,-5229,855,646,1748698270901
765,-5092,444,647,1748698270942
192,-4758,1137,648,1748698270982
1041,-1914,1813,649,1748698271024
1805,-1919,2081,650,1748698271062
1760,-1998,1759,651,1748698271102
2199,-1737,2319,652,1748698271142
2053,-1536,2952,653,1748698271184
1459,-1506,3328,654,1748698271223
1939,-2435,2353,655,1748698271262
1726,-892,2592,656,1748698271303
986,-1302,3145,657,1748698271345
469,-1722,4527,658,1748698271383
559,-484,4221,659,1748698271423
925,-170,4572,660,1748698271463
-171,-749,5432,661,1748698271505
787,335,4443,662,1748698271543
326,-1181,4004,663,1748698271583
257,218,4160,664,1748698271624
829,110,3844,665,1748698271666
636,-871,4107,666,1748698271704
550,128,4547,667,1748698271744
761,-187,4472,668,1748698271784
1330,-1049,3347,669,1748698271826
1692,-1162,2954,670,1748698271866
1730,-751,2819,671,1748698271904
1456,-1035,3175,672,1748698271944
1618,-1282,3942,673,1748698271984
1660,-623,3955,674,1748698272028
1658,-736,3839,675,1748698272065
1412,-1222,4129,676,1748698272105
1551,-1361,3970,677,1748698272145
1862,-1109,3781,678,1748698272187
1950,-1223,3342,679,1748698272226
2131,-2430,2533,680,1748698272265
2025,-2689,2134,681,1748698272305
1708,-2839,1550,682,1748698272348
1971,-3130,1543,683,1748698272385
2029,-2857,1643,684,1748698272426
1962,-2032,1749,685,1748698272465
2040,-2670,2289,686,1748698272507
1840,-2798,2337,687,1748698272546
1901,-2510,2286,688,1748698272586
1939,-2459,2598,689,1748698272626
1843,-2629,2725,690,1748698272668
1940,-2537,2766,691,1748698272706
1758,-2875,2847,692,1748698272746
1996,-2762,2480,693,1748698272786
2008,-2703,2398,694,1748698272826
1986,-2664,2498,695,1748698272866
2056,-2650,2626,696,1748698272906
2113,-2483,2453,697,1748698272946
2045,-2646,2351,698,1748698272986
2029,-2284,2513,699,1748698273027
1728,-2235,2688,700,1748698273066
1594,-1852,3045,701,1748698273106
1665,-2186,3024,702,1748698273147
1782,-1741,3283,703,1748698273187
1787,-1670,3167,704,1748698273227
1759,-1450,3039,705,1748698273267
1762,-980,3779,706,1748698273307
1893,-851,3541,707,1748698273347
1879,-731,3407,708,1748698273389
1759,-636,3826,709,1748698273427
1541,-845,3599,710,1748698273467
1613,-354,3656,711,1748698273507
1472,-884,3517,712,1748698273550
1770,-478,3535,713,1748698273587
1627,-537,3627,714,1748698273628
1563,-801,3748,715,1748698273667
1804,-381,3549,716,1748698273709
1565,-459,3495,717,1748698273748
1521,-546,3562,718,1748698273788
1654,-54,3811,719,1748698273828
1384,-911,4065,720,1748698273871
1533,-611,4124,721,1748698273908
1393,-803,3847,722,1748698273948
1426,-268,3964,723,1748698273988
1300,-808,3597,724,1748698274030
1077,-862,4150,725,1748698274068
1450,-736,3773,726,1748698274109
1430,-544,3905,727,1748698274149
1442,-554,4038,728,1748698274191
1299,-938,3345,729,1748698274229
1127,-754,3835,730,1748698274269
1176,-889,4091,731,1748698274309
1551,-1141,4227,732,1748698274351
855,-748,4193,733,1748698274389
1153,-301,3575,734,1748698274430
1336,-567,3208,735,1748698274470
1213,-708,3861,736,1748698274512
1290,-898,3743,737,1748698274550
1251,-616,3463,738,1748698274590
1315,-940,3293,739,1748698274630
871,-1822,3618,740,1748698274672
1111,-1755,3596,741,1748698274710
1393,-1664,3367,742,1748698274750
1578,-1994,3674,743,1748698274790
1185,-2270,3441,744,1748698274834
1253,-1760,3376,745,1748698274871
1130,-1327,3414,746,1748698274911
1234,-1786,3087,747,1748698274951
945,-1988,3413,748,1748698274992
921,-1365,3725,749,1748698275031
870,-1292,3596,750,1748698275071
627,-1597,3535,751,1748698275111
434,-2038,4110,752,1748698275154
883,-2139,3559,753,1748698275192
1005,-1822,3479,754,1748698275232
978,-1725,3440,755,1748698275272
1038,-1774,3674,756,1748698275314
1078,-1432,3845,757,1748698275352
854,-1343,3745,758,1748698275392
777,-1547,3613,759,1748698275433
806,-1748,3511,760,1748698275475
861,-1858,3471,761,1748698275512
964,-1776,3553,762,1748698275553
1043,-1587,3684,763,1748698275593
797,-1166,3833,764,1748698275635
1049,-1353,3774,765,1748698275673
1268,-1529,3835,766,1748698275713
599,-1089,3843,767,1748698275753
967,-1205,3651,768,1748698275796
934,-1422,3818,769,1748698275834
1083,-1284,3725,770,1748698275874
1080,-1195,3677,771,1748698275914
873,-1223,3708,772,1748698275955
939,-1258,3723,773,1748698275994
1021,-1102,3847,774,1748698276034
1024,-1016,3883,775,1748698276074
1018,-934,3929,776,1748698276117
882,-1218,3738,777,1748698276154
1024,-926,3821,778,1748698276194
954,-1005,3848,779,1748698276235
936,-1002,3804,780,1748698276276
1055,-1062,3819,781,1748698276315
995,-1042,3877,782,1748698276355
993,-1074,3796,783,1748698276395
925,-1069,3797,784,1748698276438
1005,-1018,3898,785,1748698276475
954,-1048,3746,786,1748698276515
991,-969,3876,787,1748698276555
999,-1008,3844,788,1748698276597
950,-877,3826,789,1748698276636
936,-948,3875,790,1748698276675
935,-990,3739,791,1748698276716
1050,-1005,3901,792,1748698276758
1070,-853,3918,793,1748698276796
1040,-1010,3787,794,1748698276836
998,-1019,3759,795,1748698276876
994,-975,3729,796,1748698276918
936,-975,3972,797,1748698276956
1045,-938,3715,798,1748698276996
993,-1193,3750,799,1748698277037
966,-1215,3794,800,1748698277079
1008,-906,3983,801,1748698277116
968,-926,3925,802,1748698277156
932,-785,3923,803,1748698277196
999,-998,3830,804,1748698277239
1005,-1111,3768,805,1748698277277
944,-958,3877,806,1748698277317
954,-955,3893,807,1748698277357
951,-881,3898,808,1748698277399
1006,-958,3871,809,1748698277437
946,-876,3836,810,1748698277477
